G66	G22	0.010000
G66	G26	0.010000
G66	G27	0.010000
G66	G28	0.010000
G66	G30	0.010000
G66	G31	0.010000
G66	G32	0.010000
G66	G33	0.010000
G66	G35	0.010000
G66	G45	0.010000
G66	G46	0.010000
G66	G47	0.010000
G66	G48	0.010000
G66	G49	0.010000
G66	G50	0.010000
G66	G51	0.010000
G66	G52	0.010000
G66	G54	0.010000
G66	G55	0.010000
G66	G57	0.010000
G66	G58	0.010000
G66	G60	0.010000
G66	G61	0.010000
G66	G62	0.010000
G66	G63	0.010000
G66	G67	0.010000
G66	G71	0.010000
G66	G72	0.010000
G66	G73	0.010000
G66	G74	0.010000
G66	G78	0.010000
G66	G80	0.010000
G66	G83	0.010000
G66	G84	0.010000
G66	G86	0.010000
G66	G87	0.010000
G66	G89	0.010000
G66	G91	0.010000
G66	G93	0.010000
G66	G94	0.010000
G66	G96	0.010000
G66	G97	0.010000
G66	G98	0.010000
G66	G99	0.010000
G66	G100	0.010000
G67	G1	0.010000
G67	G2	0.010000
G67	G4	0.010000
G67	G5	0.010000
G67	G6	0.010000
G67	G7	0.010000
G67	G8	0.010000
G67	G9	0.010000
G67	G10	0.010000
G67	G11	0.010000
G67	G14	0.010000
G67	G15	0.010000
G67	G16	0.010000
G67	G17	0.010000
G67	G18	0.010000
G67	G19	0.010000
G67	G20	0.010000
G67	G21	0.010000
G67	G23	0.010000
G67	G24	0.010000
G67	G25	0.010000
G67	G28	0.010000
G67	G29	0.010000
G67	G30	0.010000
G67	G33	0.010000
G67	G36	0.010000
G67	G37	0.010000
G67	G39	0.010000
G67	G40	0.010000
G67	G42	0.010000
G67	G43	0.010000
G67	G44	0.010000
G67	G45	0.010000
G67	G48	0.010000
G67	G49	0.010000
G67	G50	0.010000
G67	G51	0.010000
G67	G52	0.010000
G67	G53	0.010000
G67	G54	0.010000
G67	G55	0.010000
G67	G56	0.010000
G67	G57	0.010000
G67	G58	0.010000
G67	G59	0.010000
G67	G60	0.010000
G67	G61	0.010000
G67	G62	0.010000
G67	G63	0.010000
G67	G65	0.010000
G67	G66	0.010000
G67	G68	0.010000
G67	G71	0.010000
G67	G74	0.010000
G67	G75	0.010000
G67	G76	0.010000
G67	G77	0.010000
G67	G78	0.010000
G67	G79	0.010000
G67	G80	0.010000
G67	G81	0.010000
G67	G82	0.010000
G67	G84	0.010000
G67	G86	0.010000
G67	G87	0.010000
G67	G88	0.010000
G67	G89	0.010000
G67	G90	0.010000
G67	G91	0.010000
G67	G92	0.010000
G67	G94	0.010000
G67	G95	0.010000
G67	G97	0.010000
G67	G98	0.010000
G67	G99	0.010000
G68	G1	0.010000
G68	G2	0.010000
G68	G3	0.010000
G68	G4	0.010000
G68	G7	0.010000
G68	G9	0.010000
G68	G11	0.010000
G68	G13	0.010000
G68	G16	0.010000
G68	G18	0.010000
G68	G19	0.010000
G68	G20	0.010000
G68	G22	0.010000
G68	G23	0.010000
G68	G24	0.010000
G68	G25	0.010000
G68	G26	0.010000
G68	G27	0.010000
G68	G29	0.010000
G68	G30	0.010000
G68	G32	0.010000
G68	G34	0.010000
G68	G35	0.010000
G68	G36	0.010000
G68	G37	0.010000
G68	G38	0.010000
G68	G39	0.010000
G68	G40	0.010000
G68	G41	0.010000
G68	G43	0.010000
G68	G44	0.010000
G68	G45	0.010000
G68	G46	0.010000
G68	G47	0.010000
G68	G48	0.010000
G68	G49	0.010000
G68	G52	0.010000
G68	G53	0.010000
G68	G54	0.010000
G68	G55	0.010000
G68	G56	0.010000
G68	G57	0.010000
G68	G58	0.010000
G68	G60	0.010000
G68	G61	0.010000
G68	G62	0.010000
G68	G63	0.010000
G68	G64	0.010000
G68	G65	0.010000
G68	G66	0.010000
G68	G67	0.010000
G68	G69	0.010000
G68	G70	0.010000
G68	G72	0.010000
G68	G73	0.010000
G68	G74	0.010000
G68	G77	0.010000
G68	G80	0.010000
G68	G81	0.010000
G68	G82	0.010000
G68	G83	0.010000
G68	G84	0.010000
G68	G85	0.010000
G68	G87	0.010000
G68	G88	0.010000
G68	G89	0.010000
G68	G90	0.010000
G68	G91	0.010000
G68	G92	0.010000
G68	G93	0.010000
G68	G94	0.010000
G68	G95	0.010000
G68	G96	0.010000
G68	G98	0.010000
G68	G99	0.010000
G68	G100	0.010000
G69	G1	0.010000
G69	G2	0.010000
G69	G4	0.010000
G69	G5	0.010000
G69	G6	0.010000
G69	G7	0.010000
G69	G8	0.010000
G69	G9	0.010000
G69	G10	0.010000
G69	G14	0.010000
G69	G15	0.010000
G69	G16	0.010000
G69	G17	0.010000
G69	G18	0.010000
G69	G19	0.010000
G69	G20	0.010000
G69	G22	0.010000
G69	G23	0.010000
G69	G25	0.010000
G69	G26	0.010000
G69	G27	0.010000
G69	G28	0.010000
G69	G29	0.010000
G69	G30	0.010000
G69	G31	0.010000
G69	G32	0.010000
G69	G33	0.010000
G69	G34	0.010000
G69	G35	0.010000
G69	G36	0.010000
G69	G37	0.010000
G69	G38	0.010000
G69	G39	0.010000
G69	G40	0.010000
G69	G42	0.010000
G69	G45	0.010000
G69	G46	0.010000
G69	G47	0.010000
G69	G48	0.010000
G69	G52	0.010000
G69	G54	0.010000
G69	G57	0.010000
G69	G59	0.010000
G69	G60	0.010000
G69	G63	0.010000
G69	G65	0.010000
G69	G66	0.010000
G69	G67	0.010000
G69	G68	0.010000
G69	G70	0.010000
G69	G71	0.010000
G69	G72	0.010000
G69	G73	0.010000
G69	G74	0.010000
G69	G75	0.010000
G69	G76	0.010000
G69	G78	0.010000
G69	G79	0.010000
G69	G80	0.010000
G69	G81	0.010000
G69	G84	0.010000
G69	G85	0.010000
G69	G87	0.010000
G69	G88	0.010000
G69	G89	0.010000
G69	G90	0.010000
G69	G92	0.010000
G69	G93	0.010000
G69	G95	0.010000
G69	G96	0.010000
G69	G97	0.010000
G69	G100	0.010000
G70	G1	0.010000
G70	G2	0.010000
G70	G3	0.010000
G70	G5	0.010000
G70	G6	0.010000
G70	G7	0.010000
G70	G8	0.010000
G70	G9	0.010000
G70	G11	0.010000
G70	G12	0.010000
G70	G13	0.010000
G70	G14	0.010000
G70	G15	0.010000
G70	G16	0.010000
G70	G18	0.010000
G70	G19	0.010000
G70	G20	0.010000
G70	G21	0.010000
G70	G23	0.010000
G70	G24	0.010000
G70	G25	0.010000
G70	G27	0.010000
G70	G30	0.010000
G70	G32	0.010000
G70	G35	0.010000
G70	G36	0.010000
G70	G37	0.010000
G70	G39	0.010000
G70	G40	0.010000
G70	G41	0.010000
G70	G45	0.010000
G70	G46	0.010000
G70	G47	0.010000
G70	G49	0.010000
G70	G50	0.010000
G70	G51	0.010000
G70	G53	0.010000
G70	G54	0.010000
G70	G55	0.010000
G70	G56	0.010000
G70	G57	0.010000
G70	G58	0.010000
G70	G59	0.010000
G70	G60	0.010000
G70	G61	0.010000
G70	G62	0.010000
G70	G63	0.010000
G70	G66	0.010000
G70	G67	0.010000
G70	G69	0.010000
G70	G73	0.010000
G70	G74	0.010000
G70	G78	0.010000
G70	G81	0.010000
G70	G83	0.010000
G70	G84	0.010000
G70	G86	0.010000
G70	G87	0.010000
G70	G88	0.010000
G70	G89	0.010000
G70	G91	0.010000
G70	G93	0.010000
G70	G95	0.010000
G70	G96	0.010000
G70	G97	0.010000
G70	G98	0.010000
G70	G100	0.010000
G71	G3	0.010000
G71	G5	0.010000
G71	G7	0.010000
G71	G9	0.010000
G71	G11	0.010000
G71	G12	0.010000
G71	G15	0.010000
G71	G18	0.010000
G71	G20	0.010000
G71	G21	0.010000
G71	G23	0.010000
G71	G24	0.010000
G71	G25	0.010000
G71	G26	0.010000
G71	G27	0.010000
G71	G28	0.010000
G71	G29	0.010000
G71	G30	0.010000
G71	G31	0.010000
G71	G32	0.010000
G71	G35	0.010000
G71	G37	0.010000
G71	G40	0.010000
G71	G41	0.010000
G71	G42	0.010000
G71	G43	0.010000
G71	G47	0.010000
G71	G49	0.010000
G71	G50	0.010000
G71	G51	0.010000
G71	G53	0.010000
G71	G54	0.010000
G71	G58	0.010000
G71	G62	0.010000
G71	G63	0.010000
G71	G64	0.010000
G71	G66	0.010000
G71	G67	0.010000
G71	G68	0.010000
G71	G69	0.010000
G71	G70	0.010000
G71	G73	0.010000
G71	G76	0.010000
G71	G79	0.010000
G71	G82	0.010000
G71	G83	0.010000
G71	G84	0.010000
G71	G85	0.010000
G71	G86	0.010000
G71	G88	0.010000
G71	G90	0.010000
G71	G91	0.010000
G71	G93	0.010000
G71	G94	0.010000
G71	G96	0.010000
G71	G98	0.010000
G71	G99	0.010000
G71	G100	0.010000
G72	G1	0.010000
G72	G2	0.010000
G72	G3	0.010000
G72	G4	0.010000
G72	G5	0.010000
G72	G6	0.010000
G72	G7	0.010000
G72	G12	0.010000
G72	G14	0.010000
G72	G15	0.010000
G72	G18	0.010000
G72	G19	0.010000
G72	G20	0.010000
G72	G21	0.010000
G72	G22	0.010000
G72	G23	0.010000
G72	G25	0.010000
G72	G26	0.010000
G72	G27	0.010000
G72	G28	0.010000
G72	G29	0.010000
G72	G30	0.010000
G72	G33	0.010000
G72	G34	0.010000
G72	G35	0.010000
G72	G37	0.010000
G72	G39	0.010000
G72	G40	0.010000
G72	G42	0.010000
G72	G43	0.010000
G72	G44	0.010000
G72	G45	0.010000
G72	G46	0.010000
G72	G47	0.010000
G72	G49	0.010000
G72	G50	0.010000
G72	G51	0.010000
G72	G53	0.010000
G72	G54	0.010000
G72	G56	0.010000
G72	G58	0.010000
G72	G59	0.010000
G72	G60	0.010000
G72	G61	0.010000
G72	G62	0.010000
G72	G63	0.010000
G72	G64	0.010000
G72	G65	0.010000
G72	G66	0.010000
G72	G67	0.010000
G72	G68	0.010000
G72	G71	0.010000
G72	G73	0.010000
G72	G75	0.010000
G72	G86	0.010000
G72	G87	0.010000
G72	G89	0.010000
G72	G90	0.010000
G72	G91	0.010000
G72	G92	0.010000
G72	G93	0.010000
G72	G94	0.010000
G72	G95	0.010000
G72	G98	0.010000
G72	G99	0.010000
G72	G100	0.010000
G73	G3	0.010000
G73	G4	0.010000
G73	G6	0.010000
G73	G9	0.010000
G73	G10	0.010000
G73	G11	0.010000
G73	G14	0.010000
G73	G15	0.010000
G73	G17	0.010000
G73	G18	0.010000
G73	G19	0.010000
G73	G20	0.010000
G73	G23	0.010000
G73	G24	0.010000
G73	G26	0.010000
G73	G27	0.010000
G73	G28	0.010000
G73	G30	0.010000
G73	G31	0.010000
G73	G32	0.010000
G73	G34	0.010000
G73	G35	0.010000
G73	G36	0.010000
G73	G38	0.010000
G73	G39	0.010000
G73	G40	0.010000
G73	G42	0.010000
G73	G43	0.010000
G73	G45	0.010000
G73	G48	0.010000
G73	G49	0.010000
G73	G50	0.010000
G73	G52	0.010000
G73	G53	0.010000
G73	G54	0.010000
G73	G55	0.010000
G73	G56	0.010000
G73	G57	0.010000
G73	G59	0.010000
G73	G60	0.010000
G73	G61	0.010000
G73	G62	0.010000
G73	G65	0.010000
G73	G66	0.010000
G73	G67	0.010000
G73	G68	0.010000
G73	G70	0.010000
G73	G71	0.010000
G73	G72	0.010000
G73	G74	0.010000
G73	G75	0.010000
G73	G77	0.010000
G73	G78	0.010000
G73	G79	0.010000
G73	G80	0.010000
G73	G81	0.010000
G73	G82	0.010000
G73	G83	0.010000
G73	G84	0.010000
G73	G85	0.010000
G73	G86	0.010000
G73	G87	0.010000
G73	G88	0.010000
G73	G90	0.010000
G73	G91	0.010000
G73	G93	0.010000
G73	G95	0.010000
G73	G96	0.010000
G73	G97	0.010000
G73	G98	0.010000
G73	G99	0.010000
G73	G100	0.010000
G74	G2	0.010000
G74	G3	0.010000
G74	G4	0.010000
G74	G5	0.010000
G74	G6	0.010000
G74	G7	0.010000
G74	G10	0.010000
G74	G11	0.010000
G74	G12	0.010000
G74	G13	0.010000
G74	G14	0.010000
G74	G15	0.010000
G74	G16	0.010000
G74	G19	0.010000
G74	G21	0.010000
G74	G22	0.010000
G74	G24	0.010000
G74	G25	0.010000
G74	G26	0.010000
G74	G27	0.010000
G74	G29	0.010000
G74	G31	0.010000
G74	G33	0.010000
G74	G34	0.010000
G74	G35	0.010000
G74	G36	0.010000
G74	G38	0.010000
G74	G40	0.010000
G74	G43	0.010000
G74	G44	0.010000
G74	G45	0.010000
G74	G47	0.010000
G74	G49	0.010000
G74	G50	0.010000
G74	G51	0.010000
G74	G52	0.010000
G74	G53	0.010000
G74	G56	0.010000
G74	G57	0.010000
G74	G59	0.010000
G74	G61	0.010000
G74	G62	0.010000
G74	G63	0.010000
G74	G64	0.010000
G74	G66	0.010000
G74	G67	0.010000
G74	G68	0.010000
G74	G69	0.010000
G74	G70	0.010000
G74	G73	0.010000
G74	G75	0.010000
G74	G76	0.010000
G74	G77	0.010000
G74	G78	0.010000
G74	G79	0.010000
G74	G80	0.010000
G74	G82	0.010000
G74	G84	0.010000
G74	G86	0.010000
G74	G87	0.010000
G74	G89	0.010000
G74	G91	0.010000
G74	G95	0.010000
G74	G98	0.010000
G74	G99	0.010000
G74	G100	0.010000
G75	G1	0.010000
G75	G4	0.010000
G75	G5	0.010000
G75	G6	0.010000
G75	G10	0.010000
G75	G11	0.010000
G75	G14	0.010000
G75	G15	0.010000
G75	G16	0.010000
G75	G17	0.010000
G75	G18	0.010000
G75	G19	0.010000
G75	G20	0.010000
G75	G21	0.010000
G75	G22	0.010000
G75	G23	0.010000
G75	G24	0.010000
G75	G25	0.010000
G75	G26	0.010000
G75	G28	0.010000
G75	G29	0.010000
G75	G31	0.010000
G75	G32	0.010000
G75	G33	0.010000
G75	G34	0.010000
G75	G35	0.010000
G75	G36	0.010000
G75	G37	0.010000
G75	G39	0.010000
G75	G40	0.010000
G75	G43	0.010000
G75	G45	0.010000
G75	G47	0.010000
G75	G50	0.010000
G75	G52	0.010000
G75	G53	0.010000
G75	G55	0.010000
G75	G56	0.010000
G75	G59	0.010000
G75	G60	0.010000
G75	G61	0.010000
G75	G62	0.010000
G75	G63	0.010000
G75	G65	0.010000
G75	G67	0.010000
G75	G68	0.010000
G75	G71	0.010000
G75	G72	0.010000
G75	G73	0.010000
G75	G76	0.010000
G75	G77	0.010000
G75	G84	0.010000
G75	G86	0.010000
G75	G88	0.010000
G75	G89	0.010000
G75	G90	0.010000
G75	G91	0.010000
G75	G92	0.010000
G75	G93	0.010000
G75	G94	0.010000
G75	G95	0.010000
G75	G97	0.010000
G75	G98	0.010000
G75	G99	0.010000
G75	G100	0.010000
G76	G1	0.010000
G76	G2	0.010000
G76	G3	0.010000
G76	G4	0.010000
G76	G5	0.010000
G76	G6	0.010000
G76	G8	0.010000
G76	G9	0.010000
G76	G10	0.010000
G76	G12	0.010000
G76	G13	0.010000
G76	G14	0.010000
G76	G15	0.010000
G76	G17	0.010000
G76	G19	0.010000
G76	G20	0.010000
G76	G22	0.010000
G76	G25	0.010000
G76	G26	0.010000
G76	G27	0.010000
G76	G28	0.010000
G76	G29	0.010000
G76	G30	0.010000
G76	G31	0.010000
G76	G32	0.010000
G76	G33	0.010000
G76	G34	0.010000
G76	G35	0.010000
G76	G36	0.010000
G76	G37	0.010000
G76	G38	0.010000
G76	G39	0.010000
G76	G40	0.010000
G76	G41	0.010000
G76	G42	0.010000
G76	G45	0.010000
G76	G46	0.010000
G76	G47	0.010000
G76	G48	0.010000
G76	G50	0.010000
G76	G53	0.010000
G76	G54	0.010000
G76	G56	0.010000
G76	G57	0.010000
G76	G58	0.010000
G76	G60	0.010000
G76	G61	0.010000
G76	G62	0.010000
G76	G63	0.010000
G76	G64	0.010000
G76	G65	0.010000
G76	G67	0.010000
G76	G68	0.010000
G76	G69	0.010000
G76	G70	0.010000
G76	G71	0.010000
G76	G74	0.010000
G76	G75	0.010000
G76	G77	0.010000
G76	G78	0.010000
G76	G79	0.010000
G76	G80	0.010000
G76	G81	0.010000
G76	G82	0.010000
G76	G83	0.010000
G76	G87	0.010000
G76	G89	0.010000
G76	G90	0.010000
G76	G91	0.010000
G76	G92	0.010000
G76	G93	0.010000
G76	G94	0.010000
G76	G97	0.010000
G76	G98	0.010000
G76	G100	0.010000
G77	G1	0.010000
G77	G2	0.010000
G77	G3	0.010000
G77	G4	0.010000
G77	G7	0.010000
G77	G8	0.010000
G77	G9	0.010000
G77	G10	0.010000
G77	G12	0.010000
G77	G13	0.010000
G77	G14	0.010000
G77	G16	0.010000
G77	G17	0.010000
G77	G18	0.010000
G77	G20	0.010000
G77	G21	0.010000
G77	G22	0.010000
G77	G24	0.010000
G77	G25	0.010000
G77	G26	0.010000
G77	G28	0.010000
G77	G30	0.010000
G77	G31	0.010000
G77	G32	0.010000
G77	G35	0.010000
G77	G37	0.010000
G77	G40	0.010000
G77	G41	0.010000
G77	G42	0.010000
G77	G43	0.010000
G77	G44	0.010000
G77	G45	0.010000
G77	G46	0.010000
G77	G47	0.010000
G77	G48	0.010000
G77	G49	0.010000
G77	G50	0.010000
G77	G51	0.010000
G77	G52	0.010000
G77	G53	0.010000
G77	G54	0.010000
G77	G56	0.010000
G77	G57	0.010000
G77	G59	0.010000
G77	G60	0.010000
G77	G62	0.010000
G77	G63	0.010000
G77	G65	0.010000
G77	G67	0.010000
G77	G69	0.010000
G77	G70	0.010000
G77	G71	0.010000
G77	G73	0.010000
G77	G74	0.010000
G77	G75	0.010000
G77	G79	0.010000
G77	G80	0.010000
G77	G83	0.010000
G77	G84	0.010000
G77	G85	0.010000
G77	G86	0.010000
G77	G87	0.010000
G77	G88	0.010000
G77	G90	0.010000
G77	G91	0.010000
G77	G92	0.010000
G77	G95	0.010000
G77	G96	0.010000
G77	G99	0.010000
G77	G100	0.010000
G78	G1	0.010000
G78	G5	0.010000
G78	G6	0.010000
G78	G7	0.010000
G78	G8	0.010000
G78	G9	0.010000
G78	G10	0.010000
G78	G11	0.010000
G78	G12	0.010000
G78	G13	0.010000
G78	G14	0.010000
G78	G15	0.010000
G78	G16	0.010000
G78	G17	0.010000
G78	G18	0.010000
G78	G19	0.010000
G78	G20	0.010000
G78	G21	0.010000
G78	G22	0.010000
G78	G24	0.010000
G78	G26	0.010000
G78	G27	0.010000
G78	G28	0.010000
G78	G30	0.010000
G78	G31	0.010000
G78	G32	0.010000
G78	G33	0.010000
G78	G37	0.010000
G78	G41	0.010000
G78	G43	0.010000
G78	G44	0.010000
G78	G45	0.010000
G78	G48	0.010000
G78	G49	0.010000
G78	G50	0.010000
G78	G51	0.010000
G78	G56	0.010000
G78	G57	0.010000
G78	G58	0.010000
G78	G59	0.010000
G78	G60	0.010000
G78	G61	0.010000
G78	G62	0.010000
G78	G63	0.010000
G78	G64	0.010000
G78	G65	0.010000
G78	G67	0.010000
G78	G70	0.010000
G78	G71	0.010000
G78	G73	0.010000
G78	G75	0.010000
G78	G76	0.010000
G78	G77	0.010000
G78	G79	0.010000
G78	G80	0.010000
G78	G83	0.010000
G78	G84	0.010000
G78	G87	0.010000
G78	G88	0.010000
G78	G90	0.010000
G78	G91	0.010000
G78	G92	0.010000
G78	G94	0.010000
G78	G98	0.010000
G78	G99	0.010000
G78	G100	0.010000
G79	G1	0.010000
G79	G3	0.010000
G79	G4	0.010000
G79	G5	0.010000
G79	G6	0.010000
G79	G7	0.010000
G79	G8	0.010000
G79	G9	0.010000
G79	G10	0.010000
G79	G12	0.010000
G79	G14	0.010000
G79	G15	0.010000
G79	G16	0.010000
G79	G17	0.010000
G79	G19	0.010000
G79	G20	0.010000
G79	G22	0.010000
G79	G25	0.010000
G79	G26	0.010000
G79	G27	0.010000
G79	G31	0.010000
G79	G32	0.010000
G79	G34	0.010000
G79	G36	0.010000
G79	G37	0.010000
G79	G38	0.010000
G79	G39	0.010000
G79	G41	0.010000
G79	G42	0.010000
G79	G43	0.010000
G79	G46	0.010000
G79	G47	0.010000
G79	G50	0.010000
G79	G51	0.010000
G79	G54	0.010000
G79	G55	0.010000
G79	G56	0.010000
G79	G57	0.010000
G79	G58	0.010000
G79	G59	0.010000
G79	G60	0.010000
G79	G61	0.010000
G79	G62	0.010000
G79	G63	0.010000
G79	G64	0.010000
G79	G65	0.010000
G79	G66	0.010000
G79	G67	0.010000
G79	G68	0.010000
G79	G69	0.010000
G79	G71	0.010000
G79	G72	0.010000
G79	G73	0.010000
G79	G74	0.010000
G79	G75	0.010000
G79	G76	0.010000
G79	G77	0.010000
G79	G78	0.010000
G79	G81	0.010000
G79	G84	0.010000
G79	G86	0.010000
G79	G87	0.010000
G79	G88	0.010000
G79	G89	0.010000
G79	G90	0.010000
G79	G93	0.010000
G79	G96	0.010000
G79	G97	0.010000
G79	G98	0.010000
G80	G7	0.010000
G80	G11	0.010000
G80	G12	0.010000
G80	G15	0.010000
G80	G16	0.010000
G80	G18	0.010000
G80	G20	0.010000
G80	G21	0.010000
G80	G22	0.010000
G80	G23	0.010000
G80	G24	0.010000
G80	G26	0.010000
G80	G28	0.010000
G80	G33	0.010000
G80	G34	0.010000
G80	G37	0.010000
G80	G40	0.010000
G80	G41	0.010000
G80	G44	0.010000
G80	G45	0.010000
G80	G46	0.010000
G80	G47	0.010000
G80	G50	0.010000
G80	G53	0.010000
G80	G54	0.010000
G80	G56	0.010000
G80	G57	0.010000
G80	G58	0.010000
G80	G60	0.010000
G80	G62	0.010000
G80	G64	0.010000
G80	G66	0.010000
G80	G69	0.010000
G80	G71	0.010000
G80	G74	0.010000
G80	G75	0.010000
G80	G76	0.010000
G80	G82	0.010000
G80	G83	0.010000
G80	G84	0.010000
G80	G93	0.010000
G80	G94	0.010000
G80	G95	0.010000
G80	G96	0.010000
G80	G100	0.010000
G81	G2	0.010000
G81	G4	0.010000
G81	G5	0.010000
G81	G6	0.010000
G81	G7	0.010000
G81	G8	0.010000
G81	G11	0.010000
G81	G12	0.010000
G81	G15	0.010000
G81	G17	0.010000
G81	G18	0.010000
G81	G20	0.010000
G81	G21	0.010000
G81	G22	0.010000
G81	G23	0.010000
G81	G26	0.010000
G81	G27	0.010000
G81	G28	0.010000
G81	G29	0.010000
G81	G30	0.010000
G81	G31	0.010000
G81	G32	0.010000
G81	G33	0.010000
G81	G34	0.010000
G81	G35	0.010000
G81	G36	0.010000
G81	G37	0.010000
G81	G38	0.010000
G81	G39	0.010000
G81	G40	0.010000
G81	G41	0.010000
G81	G43	0.010000
G81	G44	0.010000
G81	G45	0.010000
G81	G46	0.010000
G81	G48	0.010000
G81	G49	0.010000
G81	G51	0.010000
G81	G54	0.010000
G81	G55	0.010000
G81	G56	0.010000
G81	G57	0.010000
G81	G58	0.010000
G81	G60	0.010000
G81	G61	0.010000
G81	G62	0.010000
G81	G66	0.010000
G81	G67	0.010000
G81	G68	0.010000
G81	G71	0.010000
G81	G73	0.010000
G81	G74	0.010000
G81	G76	0.010000
G81	G79	0.010000
G81	G80	0.010000
G81	G85	0.010000
G81	G87	0.010000
G81	G89	0.010000
G81	G90	0.010000
G81	G91	0.010000
G81	G92	0.010000
G81	G94	0.010000
G81	G95	0.010000
G81	G99	0.010000
G81	G100	0.010000
G82	G1	0.010000
G82	G2	0.010000
G82	G5	0.010000
G82	G6	0.010000
G82	G7	0.010000
G82	G8	0.010000
G82	G9	0.010000
G82	G14	0.010000
G82	G15	0.010000
G82	G16	0.010000
G82	G19	0.010000
G82	G20	0.010000
G82	G21	0.010000
G82	G22	0.010000
G82	G23	0.010000
G82	G25	0.010000
G82	G26	0.010000
G82	G28	0.010000
G82	G30	0.010000
G82	G31	0.010000
G82	G33	0.010000
G82	G34	0.010000
G82	G35	0.010000
G82	G37	0.010000
G82	G39	0.010000
G82	G40	0.010000
G82	G41	0.010000
G82	G42	0.010000
G82	G43	0.010000
G82	G45	0.010000
G82	G47	0.010000
G82	G48	0.010000
G82	G49	0.010000
G82	G50	0.010000
G82	G51	0.010000
G82	G54	0.010000
G82	G56	0.010000
G82	G58	0.010000
G82	G59	0.010000
G82	G61	0.010000
G82	G62	0.010000
G82	G63	0.010000
G82	G64	0.010000
G82	G66	0.010000
G82	G67	0.010000
G82	G68	0.010000
G82	G69	0.010000
G82	G71	0.010000
G82	G73	0.010000
G82	G74	0.010000
G82	G76	0.010000
G82	G78	0.010000
G82	G81	0.010000
G82	G86	0.010000
G82	G87	0.010000
G82	G89	0.010000
G82	G90	0.010000
G82	G95	0.010000
G82	G97	0.010000
G83	G1	0.010000
G83	G2	0.010000
G83	G6	0.010000
G83	G7	0.010000
G83	G8	0.010000
G83	G9	0.010000
G83	G11	0.010000
G83	G12	0.010000
G83	G13	0.010000
G83	G15	0.010000
G83	G19	0.010000
G83	G21	0.010000
G83	G23	0.010000
G83	G25	0.010000
G83	G27	0.010000
G83	G28	0.010000
G83	G29	0.010000
G83	G30	0.010000
G83	G33	0.010000
G83	G34	0.010000
G83	G36	0.010000
G83	G38	0.010000
G83	G39	0.010000
G83	G40	0.010000
G83	G44	0.010000
G83	G47	0.010000
G83	G48	0.010000
G83	G49	0.010000
G83	G50	0.010000
G83	G51	0.010000
G83	G53	0.010000
G83	G55	0.010000
G83	G57	0.010000
G83	G59	0.010000
G83	G61	0.010000
G83	G64	0.010000
G83	G65	0.010000
G83	G66	0.010000
G83	G67	0.010000
G83	G68	0.010000
G83	G70	0.010000
G83	G71	0.010000
G83	G75	0.010000
G83	G77	0.010000
G83	G78	0.010000
G83	G79	0.010000
G83	G80	0.010000
G83	G84	0.010000
G83	G87	0.010000
G83	G88	0.010000
G83	G89	0.010000
G83	G90	0.010000
G83	G91	0.010000
G83	G92	0.010000
G83	G93	0.010000
G83	G95	0.010000
G83	G98	0.010000
G83	G100	0.010000
G84	G1	0.010000
G84	G2	0.010000
G84	G4	0.010000
G84	G7	0.010000
G84	G8	0.010000
G84	G9	0.010000
G84	G10	0.010000
G84	G11	0.010000
G84	G13	0.010000
G84	G14	0.010000
G84	G15	0.010000
G84	G18	0.010000
G84	G20	0.010000
G84	G21	0.010000
G84	G23	0.010000
G84	G24	0.010000
G84	G26	0.010000
G84	G27	0.010000
G84	G28	0.010000
G84	G29	0.010000
G84	G30	0.010000
G84	G32	0.010000
G84	G36	0.010000
G84	G37	0.010000
G84	G38	0.010000
G84	G40	0.010000
G84	G42	0.010000
G84	G46	0.010000
G84	G47	0.010000
G84	G48	0.010000
G84	G51	0.010000
G84	G52	0.010000
G84	G53	0.010000
G84	G54	0.010000
G84	G55	0.010000
G84	G56	0.010000
G84	G57	0.010000
G84	G58	0.010000
G84	G59	0.010000
G84	G61	0.010000
G84	G62	0.010000
G84	G63	0.010000
G84	G64	0.010000
G84	G65	0.010000
G84	G66	0.010000
G84	G68	0.010000
G84	G69	0.010000
G84	G73	0.010000
G84	G74	0.010000
G84	G77	0.010000
G84	G79	0.010000
G84	G81	0.010000
G84	G82	0.010000
G84	G83	0.010000
G84	G85	0.010000
G84	G86	0.010000
G84	G90	0.010000
G84	G91	0.010000
G84	G92	0.010000
G84	G93	0.010000
G84	G94	0.010000
G84	G97	0.010000
G84	G100	0.010000
G85	G2	0.010000
G85	G5	0.010000
G85	G6	0.010000
G85	G7	0.010000
G85	G9	0.010000
G85	G11	0.010000
G85	G12	0.010000
G85	G14	0.010000
G85	G15	0.010000
G85	G18	0.010000
G85	G19	0.010000
G85	G21	0.010000
G85	G22	0.010000
G85	G23	0.010000
G85	G24	0.010000
G85	G26	0.010000
G85	G28	0.010000
G85	G32	0.010000
G85	G33	0.010000
G85	G37	0.010000
G85	G40	0.010000
G85	G42	0.010000
G85	G43	0.010000
G85	G46	0.010000
G85	G48	0.010000
G85	G49	0.010000
G85	G50	0.010000
G85	G51	0.010000
G85	G52	0.010000
G85	G54	0.010000
G85	G55	0.010000
G85	G56	0.010000
G85	G58	0.010000
G85	G59	0.010000
G85	G62	0.010000
G85	G63	0.010000
G85	G65	0.010000
G85	G66	0.010000
G85	G68	0.010000
G85	G69	0.010000
